crime_type,category,date_reported,time_reported,zone,location_name,latitude,longitude,status,severity,weapon_involved,victim_age,victim_gender,day_of_week,hour_of_day,description
Hacking,Cybercrime,2026-06-30,10:47:13,Zone 6,North Bus Depot,13.05222,80.341585,Pending,Medium,0,36,Other,Tuesday,10,Hacking reported near Harbor Front.
Robbery,Violent Crime,2025-08-13,21:53:52,Zone 5,Central Market,13.15965,80.323182,Under Investigation,Critical,1,25,Other,Wednesday,21,Robbery reported near Greenfield Sector 7.
Drug Possession,Narcotics,2025-10-08,05:48:22,Zone 5,Greenfield Sector 7,13.08982,80.214158,Pending,Medium,0,40,Female,Wednesday,5,Drug Possession reported near Lakeview Colony.
Online Fraud,Cybercrime,2026-07-08,11:27:06,Zone 6,Hilltop Avenue,13.110222,80.300407,Solved,Low,0,36,Other,Wednesday,11,Online Fraud reported near Industrial Estate.
Burglary,Theft,2026-03-01,13:15:37,Zone 1,MG Road Junction,13.130105,80.240419,Solved,Medium,0,69,Male,Sunday,13,Burglary reported near Railway Station Rd.
Pickpocketing,Theft,2025-09-11,20:24:04,Zone 2,Central Market,13.162451,80.209385,Solved,Critical,0,58,Male,Thursday,20,Pickpocketing reported near Greenfield Sector 7.
Vehicle Theft,Theft,2026-06-12,13:39:41,Zone 3,Railway Station Rd,13.04738,80.237586,Solved,Medium,1,42,Male,Friday,13,Vehicle Theft reported near Harbor Front.
Drug Trafficking,Narcotics,2025-08-21,16:03:46,Zone 5,Greenfield Sector 7,13.061638,80.2927,Solved,Low,1,34,Female,Thursday,16,Drug Trafficking reported near Riverside Park.
Vandalism,Public Order,2025-12-21,19:38:08,Zone 1,Railway Station Rd,13.057828,80.279574,Pending,Low,1,75,Female,Sunday,19,Vandalism reported near MG Road Junction.
Drug Possession,Narcotics,2026-03-04,05:33:43,Zone 2,Riverside Park,13.088066,80.201445,Solved,Low,0,75,Female,Wednesday,5,Drug Possession reported near Industrial Estate.
Homicide,Violent Crime,2025-12-23,17:59:05,Zone 6,Central Market,13.076981,80.223487,Pending,Critical,1,54,Male,Tuesday,17,Homicide reported near MG Road Junction.
Domestic Violence,Violent Crime,2026-03-16,23:20:08,Zone 4,Railway Station Rd,13.077536,80.278078,Solved,Critical,1,20,Other,Monday,23,Domestic Violence reported near Hilltop Avenue.
Trespassing,Public Order,2026-06-21,22:20:03,Zone 3,Old Town Square,13.025236,80.253994,Solved,Medium,1,34,Male,Sunday,22,Trespassing reported near North Bus Depot.
Homicide,Violent Crime,2026-05-24,17:06:59,Zone 4,Riverside Park,13.025384,80.264813,Solved,Critical,1,20,Male,Sunday,17,Homicide reported near Riverside Park.
Hacking,Cybercrime,2025-09-17,19:06:40,Zone 6,Hilltop Avenue,13.033642,80.273808,Solved,Critical,0,37,Other,Wednesday,19,Hacking reported near Railway Station Rd.
Vandalism,Public Order,2025-12-10,22:34:15,Zone 6,MG Road Junction,13.142963,80.326392,Solved,Low,0,37,Male,Wednesday,22,Vandalism reported near Greenfield Sector 7.
Pickpocketing,Theft,2025-07-21,13:40:27,Zone 4,Railway Station Rd,13.067145,80.339037,Solved,Low,0,31,Female,Monday,13,Pickpocketing reported near Hilltop Avenue.
Shoplifting,Theft,2026-07-14,13:05:42,Zone 2,Lakeview Colony,13.137209,80.219572,Solved,Medium,0,59,Other,Tuesday,13,Shoplifting reported near Industrial Estate.
Drug Trafficking,Narcotics,2026-05-24,05:09:46,Zone 1,Industrial Estate,13.014358,80.294908,Pending,High,0,52,Female,Sunday,5,Drug Trafficking reported near Railway Station Rd.
Drug Trafficking,Narcotics,2026-03-17,16:34:18,Zone 5,Industrial Estate,13.128036,80.329592,Under Investigation,Critical,0,67,Male,Tuesday,16,Drug Trafficking reported near Greenfield Sector 7.
Drug Trafficking,Narcotics,2025-09-13,09:18:41,Zone 6,Harbor Front,13.023498,80.331899,Pending,Low,0,20,Other,Saturday,9,Drug Trafficking reported near Central Market.
Trespassing,Public Order,2025-10-09,15:51:48,Zone 3,Hilltop Avenue,13.148767,80.301945,Solved,Low,0,41,Female,Thursday,15,Trespassing reported near Lakeview Colony.
Robbery,Violent Crime,2026-07-02,16:24:49,Zone 4,Greenfield Sector 7,13.015179,80.288944,Pending,High,1,50,Female,Thursday,16,Robbery reported near Lakeview Colony.
Drug Trafficking,Narcotics,2025-10-30,19:09:53,Zone 5,Harbor Front,13.136154,80.241919,Pending,Medium,0,50,Female,Thursday,19,Drug Trafficking reported near Harbor Front.
Drug Possession,Narcotics,2025-07-31,20:23:03,Zone 5,Lakeview Colony,13.11398,80.331983,Pending,Medium,1,40,Other,Thursday,20,Drug Possession reported near Greenfield Sector 7.
Drug Possession,Narcotics,2026-07-01,02:57:34,Zone 3,Hilltop Avenue,13.030845,80.310136,Solved,High,0,41,Female,Wednesday,2,Drug Possession reported near Greenfield Sector 7.
Homicide,Violent Crime,2025-09-06,09:15:40,Zone 4,North Bus Depot,13.154962,80.300064,Pending,High,1,71,Male,Saturday,9,Homicide reported near Hilltop Avenue.
Hacking,Cybercrime,2026-04-23,01:43:58,Zone 5,Railway Station Rd,13.055161,80.275986,Under Investigation,Low,0,27,Female,Thursday,1,Hacking reported near Lakeview Colony.
Domestic Violence,Violent Crime,2025-09-18,22:14:21,Zone 2,Hilltop Avenue,13.087459,80.315769,Under Investigation,High,0,22,Other,Thursday,22,Domestic Violence reported near University Gate.
Assault,Violent Crime,2025-08-19,18:24:54,Zone 4,Old Town Square,13.09209,80.193201,Pending,Medium,1,30,Male,Tuesday,18,Assault reported near North Bus Depot.
Vehicle Theft,Theft,2026-05-19,14:10:03,Zone 3,Central Market,13.034564,80.323984,Pending,Low,0,69,Female,Tuesday,14,Vehicle Theft reported near North Bus Depot.
Homicide,Violent Crime,2026-02-15,06:52:20,Zone 4,Lakeview Colony,13.035068,80.225355,Solved,Medium,1,46,Other,Sunday,6,Homicide reported near Hilltop Avenue.
Pickpocketing,Theft,2025-11-28,02:39:17,Zone 1,Central Market,13.155137,80.21465,Solved,High,0,18,Female,Friday,2,Pickpocketing reported near Riverside Park.
Assault,Violent Crime,2025-07-24,18:35:03,Zone 4,North Bus Depot,13.099511,80.324286,Solved,Critical,0,70,Other,Thursday,18,Assault reported near Hilltop Avenue.
Hacking,Cybercrime,2026-04-24,22:35:51,Zone 5,Greenfield Sector 7,13.148763,80.314837,Under Investigation,Medium,0,48,Female,Friday,22,Hacking reported near Railway Station Rd.
Drug Trafficking,Narcotics,2026-04-22,08:21:32,Zone 5,Greenfield Sector 7,13.056666,80.309228,Solved,Medium,0,43,Female,Wednesday,8,Drug Trafficking reported near Industrial Estate.
Online Fraud,Cybercrime,2025-11-01,07:39:58,Zone 6,MG Road Junction,13.021685,80.203976,Under Investigation,Medium,0,24,Male,Saturday,7,Online Fraud reported near MG Road Junction.
Shoplifting,Theft,2026-01-06,08:41:56,Zone 1,Central Market,13.039834,80.344054,Under Investigation,Low,1,67,Female,Tuesday,8,Shoplifting reported near Industrial Estate.
Shoplifting,Theft,2026-01-22,01:13:40,Zone 1,Hilltop Avenue,13.103981,80.279587,Solved,Low,0,49,Other,Thursday,1,Shoplifting reported near Lakeview Colony.
Vandalism,Public Order,2025-11-03,14:57:40,Zone 4,Riverside Park,13.128912,80.305798,Pending,Low,0,39,Other,Monday,14,Vandalism reported near University Gate.
Identity Theft,Cybercrime,2026-02-19,22:04:33,Zone 6,Central Market,13.03765,80.320871,Under Investigation,Medium,0,63,Male,Thursday,22,Identity Theft reported near North Bus Depot.
Burglary,Theft,2025-08-20,14:39:05,Zone 1,Railway Station Rd,13.012138,80.308827,Solved,High,0,26,Male,Wednesday,14,Burglary reported near University Gate.
Drug Possession,Narcotics,2025-10-17,20:25:33,Zone 5,Railway Station Rd,13.115687,80.297125,Solved,Low,0,36,Female,Friday,20,Drug Possession reported near University Gate.
Hacking,Cybercrime,2026-05-07,03:36:02,Zone 3,Harbor Front,13.054769,80.289678,Pending,Medium,0,63,Female,Thursday,3,Hacking reported near Lakeview Colony.
Pickpocketing,Theft,2026-06-18,19:45:28,Zone 6,Railway Station Rd,13.156356,80.293967,Solved,Low,0,66,Other,Thursday,19,Pickpocketing reported near University Gate.
Drug Possession,Narcotics,2026-07-01,02:09:36,Zone 2,Central Market,13.155531,80.336243,Solved,Low,0,62,Female,Wednesday,2,Drug Possession reported near Industrial Estate.
Shoplifting,Theft,2026-03-17,13:15:57,Zone 6,Hilltop Avenue,13.02935,80.295231,Pending,Medium,0,29,Female,Tuesday,13,Shoplifting reported near Hilltop Avenue.
Vandalism,Public Order,2025-11-07,15:47:56,Zone 3,Industrial Estate,13.081596,80.21655,Solved,Low,0,32,Female,Friday,15,Vandalism reported near Greenfield Sector 7.
Burglary,Theft,2025-11-29,17:55:37,Zone 4,North Bus Depot,13.072907,80.220587,Solved,Low,0,58,Other,Saturday,17,Burglary reported near Railway Station Rd.
Burglary,Theft,2025-11-06,06:35:58,Zone 5,Riverside Park,13.085731,80.211607,Under Investigation,Low,0,66,Female,Thursday,6,Burglary reported near Lakeview Colony.
Burglary,Theft,2026-04-19,19:16:48,Zone 6,Hilltop Avenue,13.091374,80.287753,Pending,High,1,71,Other,Sunday,19,Burglary reported near Railway Station Rd.
Identity Theft,Cybercrime,2026-04-13,15:25:59,Zone 3,MG Road Junction,13.012441,80.324757,Under Investigation,High,0,28,Male,Monday,15,Identity Theft reported near Old Town Square.
Public Intoxication,Public Order,2025-08-20,21:54:50,Zone 3,North Bus Depot,13.094516,80.208217,Solved,Low,0,71,Other,Wednesday,21,Public Intoxication reported near Greenfield Sector 7.
Burglary,Theft,2025-08-20,06:59:46,Zone 1,Old Town Square,13.153392,80.310585,Solved,Medium,0,57,Other,Wednesday,6,Burglary reported near Hilltop Avenue.
Burglary,Theft,2026-07-13,11:30:05,Zone 2,MG Road Junction,13.036367,80.285658,Solved,Low,1,56,Male,Monday,11,Burglary reported near University Gate.
Burglary,Theft,2026-05-16,11:48:42,Zone 2,Lakeview Colony,13.025042,80.209127,Solved,Medium,0,41,Male,Saturday,11,Burglary reported near Riverside Park.
Vehicle Theft,Theft,2025-11-30,16:42:47,Zone 2,University Gate,13.150785,80.312292,Pending,High,0,29,Male,Sunday,16,Vehicle Theft reported near Old Town Square.
Drug Trafficking,Narcotics,2026-01-25,11:42:11,Zone 5,Old Town Square,13.075555,80.331,Solved,High,0,27,Male,Sunday,11,Drug Trafficking reported near Central Market.
Trespassing,Public Order,2025-07-31,18:08:59,Zone 3,Old Town Square,13.056645,80.192099,Solved,Medium,1,40,Male,Thursday,18,Trespassing reported near MG Road Junction.
Drug Trafficking,Narcotics,2026-01-17,21:04:51,Zone 5,Greenfield Sector 7,13.121438,80.295525,Pending,High,0,38,Male,Saturday,21,Drug Trafficking reported near University Gate.
Drug Possession,Narcotics,2026-05-28,23:07:09,Zone 5,Old Town Square,13.046774,80.258518,Solved,Low,0,64,Male,Thursday,23,Drug Possession reported near North Bus Depot.
Vehicle Theft,Theft,2026-04-28,06:30:59,Zone 1,Old Town Square,13.01131,80.210398,Pending,Medium,0,19,Male,Tuesday,6,Vehicle Theft reported near Greenfield Sector 7.
Drug Possession,Narcotics,2025-12-07,21:01:26,Zone 5,Industrial Estate,13.039212,80.210937,Under Investigation,Low,0,36,Female,Sunday,21,Drug Possession reported near Riverside Park.
Burglary,Theft,2025-07-22,01:03:07,Zone 6,Harbor Front,13.005398,80.24881,Pending,High,1,44,Female,Tuesday,1,Burglary reported near Lakeview Colony.
Hacking,Cybercrime,2025-09-16,08:27:53,Zone 3,Old Town Square,13.030297,80.230076,Solved,Medium,0,45,Female,Tuesday,8,Hacking reported near MG Road Junction.
Vehicle Theft,Theft,2026-05-16,06:13:01,Zone 1,Old Town Square,13.131675,80.308569,Solved,Low,0,64,Male,Saturday,6,Vehicle Theft reported near Railway Station Rd.
Vehicle Theft,Theft,2025-10-11,13:51:46,Zone 2,Industrial Estate,13.109931,80.262342,Pending,Low,0,61,Male,Saturday,13,Vehicle Theft reported near Railway Station Rd.
Vehicle Theft,Theft,2025-12-18,05:03:29,Zone 1,Hilltop Avenue,13.116719,80.243842,Solved,Critical,0,33,Female,Thursday,5,Vehicle Theft reported near Old Town Square.
Assault,Violent Crime,2025-07-21,01:36:27,Zone 2,Lakeview Colony,13.031776,80.275771,Solved,High,1,54,Female,Monday,1,Assault reported near Railway Station Rd.
Vehicle Theft,Theft,2026-01-27,23:51:55,Zone 1,Old Town Square,13.127021,80.287814,Under Investigation,Low,0,69,Female,Tuesday,23,Vehicle Theft reported near Lakeview Colony.
Shoplifting,Theft,2025-09-20,13:53:08,Zone 4,Lakeview Colony,13.114616,80.266701,Solved,Low,1,22,Female,Saturday,13,Shoplifting reported near Industrial Estate.
Vehicle Theft,Theft,2026-06-20,14:42:29,Zone 6,Hilltop Avenue,13.022592,80.231071,Pending,Low,0,65,Other,Saturday,14,Vehicle Theft reported near Central Market.
Phishing,Cybercrime,2026-02-05,16:45:04,Zone 6,MG Road Junction,13.053367,80.218239,Pending,Low,0,67,Other,Thursday,16,Phishing reported near Old Town Square.
Public Intoxication,Public Order,2025-09-08,23:40:14,Zone 6,Lakeview Colony,13.106384,80.222486,Under Investigation,Medium,0,54,Other,Monday,23,Public Intoxication reported near University Gate.
Public Intoxication,Public Order,2026-05-27,09:18:03,Zone 3,Lakeview Colony,13.080303,80.282063,Pending,Low,0,27,Male,Wednesday,9,Public Intoxication reported near University Gate.
Drug Trafficking,Narcotics,2025-09-20,22:39:28,Zone 6,Harbor Front,13.131822,80.201419,Under Investigation,High,0,24,Male,Saturday,22,Drug Trafficking reported near North Bus Depot.
Domestic Violence,Violent Crime,2025-10-13,06:26:03,Zone 4,Old Town Square,13.137264,80.296421,Pending,High,1,22,Other,Monday,6,Domestic Violence reported near Central Market.
Pickpocketing,Theft,2026-05-02,04:28:01,Zone 2,Hilltop Avenue,13.119653,80.2767,Under Investigation,Medium,1,17,Male,Saturday,4,Pickpocketing reported near Hilltop Avenue.
Online Fraud,Cybercrime,2026-04-25,10:56:56,Zone 4,Railway Station Rd,13.059668,80.272803,Pending,High,0,48,Female,Saturday,10,Online Fraud reported near Railway Station Rd.
Vehicle Theft,Theft,2026-07-03,13:26:30,Zone 1,Greenfield Sector 7,13.053932,80.297353,Solved,High,0,21,Female,Friday,13,Vehicle Theft reported near Greenfield Sector 7.
Assault,Violent Crime,2026-04-26,22:43:52,Zone 4,Riverside Park,13.097169,80.317334,Under Investigation,High,1,45,Other,Sunday,22,Assault reported near Lakeview Colony.
Trespassing,Public Order,2025-08-25,11:37:22,Zone 5,Central Market,13.039394,80.209566,Pending,High,0,38,Female,Monday,11,Trespassing reported near MG Road Junction.
Robbery,Violent Crime,2025-11-09,20:51:44,Zone 4,Railway Station Rd,13.091214,80.226561,Pending,High,1,53,Other,Sunday,20,Robbery reported near Harbor Front.
Identity Theft,Cybercrime,2025-08-23,21:59:26,Zone 6,North Bus Depot,13.115022,80.235986,Solved,Medium,0,62,Female,Saturday,21,Identity Theft reported near Greenfield Sector 7.
Domestic Violence,Violent Crime,2025-10-27,08:28:00,Zone 4,Greenfield Sector 7,13.027172,80.244783,Under Investigation,High,0,64,Male,Monday,8,Domestic Violence reported near Harbor Front.
Robbery,Violent Crime,2026-07-15,23:50:49,Zone 4,Lakeview Colony,13.03822,80.27624,Pending,High,1,24,Female,Wednesday,23,Robbery reported near Lakeview Colony.
Domestic Violence,Violent Crime,2025-09-10,04:01:39,Zone 4,University Gate,13.135983,80.204969,Solved,Low,1,31,Female,Wednesday,4,Domestic Violence reported near Harbor Front.
Robbery,Violent Crime,2025-07-15,06:13:30,Zone 5,Old Town Square,13.117854,80.333811,Solved,Medium,1,36,Other,Tuesday,6,Robbery reported near Hilltop Avenue.
Vehicle Theft,Theft,2026-04-22,20:17:48,Zone 1,MG Road Junction,13.051034,80.213843,Solved,Low,0,71,Male,Wednesday,20,Vehicle Theft reported near University Gate.
Trespassing,Public Order,2025-12-14,21:30:48,Zone 3,University Gate,13.121154,80.334152,Pending,High,0,32,Other,Sunday,21,Trespassing reported near Hilltop Avenue.
Vehicle Theft,Theft,2025-12-22,17:09:06,Zone 5,North Bus Depot,13.04614,80.261556,Solved,Low,0,69,Female,Monday,17,Vehicle Theft reported near Greenfield Sector 7.
Public Intoxication,Public Order,2025-10-09,18:34:39,Zone 2,Railway Station Rd,13.131463,80.230536,Pending,Critical,0,35,Other,Thursday,18,Public Intoxication reported near Lakeview Colony.
Drug Possession,Narcotics,2026-01-29,14:20:51,Zone 5,MG Road Junction,13.108285,80.208403,Pending,Medium,0,70,Other,Thursday,14,Drug Possession reported near Railway Station Rd.
Public Intoxication,Public Order,2025-07-26,13:04:30,Zone 3,Hilltop Avenue,13.015277,80.299943,Pending,Low,0,67,Female,Saturday,13,Public Intoxication reported near North Bus Depot.
Domestic Violence,Violent Crime,2025-07-17,07:32:37,Zone 4,Greenfield Sector 7,13.044285,80.250282,Solved,Low,1,57,Other,Thursday,7,Domestic Violence reported near Greenfield Sector 7.
Identity Theft,Cybercrime,2026-04-16,07:24:24,Zone 3,Greenfield Sector 7,13.111885,80.234535,Under Investigation,High,0,43,Female,Thursday,7,Identity Theft reported near Railway Station Rd.
Domestic Violence,Violent Crime,2026-03-04,00:50:59,Zone 4,MG Road Junction,13.052419,80.258475,Solved,High,1,52,Female,Wednesday,0,Domestic Violence reported near Old Town Square.
Assault,Violent Crime,2025-12-11,11:50:23,Zone 3,Lakeview Colony,13.043994,80.25541,Pending,High,0,37,Other,Thursday,11,Assault reported near Old Town Square.
Shoplifting,Theft,2025-09-09,10:59:03,Zone 1,Riverside Park,13.004165,80.339806,Solved,Low,1,34,Male,Tuesday,10,Shoplifting reported near Railway Station Rd.
Trespassing,Public Order,2025-08-13,12:08:48,Zone 4,Central Market,13.053261,80.201473,Solved,Low,0,21,Female,Wednesday,12,Trespassing reported near Hilltop Avenue.
Trespassing,Public Order,2025-08-22,23:00:48,Zone 3,Railway Station Rd,13.14741,80.276596,Under Investigation,Low,0,61,Female,Friday,23,Trespassing reported near Hilltop Avenue.
Vehicle Theft,Theft,2026-04-18,14:22:28,Zone 2,University Gate,13.151616,80.334262,Solved,High,0,42,Female,Saturday,14,Vehicle Theft reported near Riverside Park.
Burglary,Theft,2026-05-21,02:33:16,Zone 6,Greenfield Sector 7,13.039309,80.312256,Solved,Medium,0,62,Female,Thursday,2,Burglary reported near Hilltop Avenue.
Shoplifting,Theft,2025-08-25,10:16:32,Zone 1,Industrial Estate,13.030673,80.211167,Solved,Medium,0,72,Female,Monday,10,Shoplifting reported near Industrial Estate.
Trespassing,Public Order,2025-12-09,12:23:18,Zone 3,Central Market,13.107053,80.244866,Under Investigation,Low,0,24,Male,Tuesday,12,Trespassing reported near Riverside Park.
Hacking,Cybercrime,2025-07-31,17:05:28,Zone 6,Old Town Square,13.072842,80.314469,Solved,High,0,57,Other,Thursday,17,Hacking reported near Harbor Front.
Online Fraud,Cybercrime,2026-07-01,20:35:34,Zone 6,University Gate,13.063421,80.217855,Pending,Low,0,16,Other,Wednesday,20,Online Fraud reported near Hilltop Avenue.
Pickpocketing,Theft,2026-03-12,08:45:40,Zone 1,Hilltop Avenue,13.033798,80.252558,Solved,Critical,1,48,Male,Thursday,8,Pickpocketing reported near Old Town Square.
Online Fraud,Cybercrime,2026-02-10,00:58:55,Zone 5,Lakeview Colony,13.114701,80.292199,Solved,Low,0,44,Female,Tuesday,0,Online Fraud reported near Hilltop Avenue.
Vandalism,Public Order,2025-12-10,23:17:16,Zone 3,Hilltop Avenue,13.043403,80.297904,Solved,Low,0,29,Other,Wednesday,23,Vandalism reported near Industrial Estate.
Online Fraud,Cybercrime,2025-11-27,02:41:43,Zone 6,Harbor Front,13.106846,80.336356,Solved,Medium,0,54,Male,Thursday,2,Online Fraud reported near Riverside Park.
